n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,optimal_delta,best_relative_mse
10,2.0,1000.0,1000,1305.3095252466692,1389.3206501442437,1708.1849175048035,2055.572853985269,2101.516941434086,2275.1634977034555,2434.8694275684293,2530.5976186136904,2579.5528437289718,3507.2603624099334,0.341,0.11981034659336917
10,2.0,1000.0,1000,1082.4303938893624,1200.6275208679942,1544.4319601169232,1675.136321269037,1722.6687858197224,1756.405307682574,1765.814728968916,1772.3151692606434,2558.405606801597,2865.4795837617985,0.211,0.0312627887314366
10,2.0,1000.0,1000,1326.580583446344,1705.526947763723,1828.9624168455089,1864.9362154944656,1869.3279698995411,1886.1534424123329,1987.1398792946316,2064.0876519573085,2437.300597784409,3051.39069057683,0.211,0.03351959376419952
10,2.0,1000.0,1000,1059.0916744217568,1095.1098357024096,1102.2389495666596,1399.8797824603716,1671.804575621842,1776.1841427175593,2069.338385047975,2198.4867301034346,2405.825979862446,2457.714318790774,0.071,0.06179135921313966
10,2.0,1000.0,1000,1286.6777836345805,1415.4607668470628,1578.1396393150499,1605.0067156711598,1681.828689394969,1774.8216915076978,1820.8091929672157,2003.0659335859918,2179.450543327667,2357.552659344792,0.031,0.04144841416877602
10,2.0,1000.0,1000,1243.6603525102457,1554.286923384413,1559.247396638068,1795.9182160788355,2012.8840636062955,2162.307196466493,2176.35737028228,2182.431758602952,2274.795405512422,2435.3244008080137,0.361,0.004626323774740744
10,2.0,1000.0,1000,1338.0362488910096,1765.996803138972,1769.4468097714403,1829.8334548244363,1981.5853933142635,2279.4448341938,2330.6398936701235,2374.7996989281455,2439.4841004636055,2469.3821597126507,0.361,0.057930370268446586
10,2.0,1000.0,1000,1390.4607026127026,1744.1390570461538,1749.6118379785546,2009.0421013676946,2196.0727822706053,2235.997598390344,2350.619879676817,2570.7000397331885,2839.962880388336,2913.030084552467,0.391,0.062437378679113316
10,2.0,1000.0,1000,1448.6791677489186,1646.8701672377301,1725.9373917288053,1748.8055150583352,1816.9524602900642,1880.6046091684868,1933.213124616427,2270.3480973169244,2412.391867579693,2469.572285062778,0.011,0.08829112558407629
10,2.0,1000.0,1000,1514.6069344630719,1895.617766631679,1902.8103998679444,1910.1056691233755,1947.1399116530697,2043.0813722816742,2143.107996692059,2378.69472341993,2823.1903339103064,3142.3746924896404,0.091,0.08199262769204552
10,2.0,1000.0,1000,1373.3387052957464,1658.7628065918095,1660.3627229545305,1675.3084484436122,1696.983527276347,1784.1761921304947,1952.591146758809,2008.3883543889624,2232.2089495880673,2431.7233783206575,0.141,0.1340641057300202
10,2.0,1000.0,1000,1279.4981652377853,1588.2797525980984,1714.6622639819182,1742.5104306796475,1778.3612284184967,2051.0191509213996,2216.4982034116183,2306.1429193229933,2320.0438126056483,2852.4051086504846,0.291,0.0067047491289667985
10,2.0,1000.0,1000,1199.3213542793715,1222.255894192993,1643.9705910099233,1888.849299754616,1916.3257348773955,1934.2198803323433,2006.6892409605039,2026.643835340916,2429.992058518974,3157.2154157584546,0.301,0.02111050366952093
10,2.0,1000.0,1000,1031.7924516366054,1489.123309934956,1853.7200409655075,1884.638999997313,1966.5872623751575,1972.3425653562404,2027.1284423903023,2084.9591667407212,2275.484327383804,2298.8756564695723,0.281,0.48381449001784976
10,2.0,1000.0,1000,1225.0971420640076,1467.9253170286743,1640.7284385194364,1684.4175417345868,1743.0562048473485,1912.9969752759257,2114.1045880460424,2172.5547093452938,2238.9845675957667,2925.1002371991394,0.191,0.003486135058161281
10,2.0,1000.0,1000,1054.1813560356316,1421.3727169458318,1543.957675076461,1552.294119309503,1613.5015657120466,1766.9334415871394,1787.5099657497692,1899.9124773532876,1990.864273992116,2908.1194253775807,0.371,0.010698026615117935
10,2.0,1000.0,1000,1227.180886976162,1281.4036051179771,1619.9034300620306,1679.156518911656,1775.7577223764456,1780.8698221156335,1873.0584952288523,2073.9806366101257,2085.4164765421338,2558.2251876853675,0.191,0.007689167360723261
10,2.0,1000.0,1000,1182.7084075630228,1368.5192291819094,1400.2567915193872,1703.2110928430334,1812.778944685019,1896.5797851021803,1901.425226152909,1981.3297776525496,2353.6762451639265,2419.056328108906,0.181,0.0030309723371364306
10,2.0,1000.0,1000,1313.3244154358047,1405.6802932250555,1639.802432602221,1652.045087993064,1722.3004978482995,1752.7636069251184,1980.7053503918976,2097.236002206435,2132.0019251423028,2481.8478983835257,0.051,0.029233851221794657
10,2.0,1000.0,1000,1216.7950707417035,1388.263190729228,1742.2065571416802,1930.4268823112304,1995.4258973752953,2154.021933808145,2189.1865391561396,2244.330026041125,2340.0492173890952,2534.529650891808,0.491,0.00612530943620896
10,2.0,1000.0,1000,1198.2650635080518,1468.4669893981536,1513.3934008816473,1614.0697084540948,2011.5949487708945,2229.371683147565,2367.0805401413463,2597.9535761869656,2966.4422356194327,2971.959428557634,0.291,0.12214658479728341
10,2.0,1000.0,1000,1130.7024218280349,1180.2408606610197,1459.8024965058116,1577.2223208715493,1733.7778282752379,1782.9816267580973,1795.977525279956,1929.7692252866746,1982.543025208994,1987.1639504432655,0.251,0.03409574959190684
10,2.0,1000.0,1000,1140.179984224918,1521.0352869012313,1599.430323034426,1780.0064966201353,1899.8997095421971,1997.7585134467408,2285.0900972129593,2359.3115514961974,2644.5360919526265,3159.840880833386,1.001,0.04701342831409318
10,2.0,1000.0,1000,1201.5161456459923,1631.3926923801914,1679.4800856824938,1876.3409637311943,1975.4085099796378,2167.2740929272722,2283.0869707788916,2337.5909255145953,2567.116220308816,3199.347633895961,0.791,0.02888703672969334
10,2.0,1000.0,1000,1373.4753366028594,1623.0108219638978,1792.5193335055021,1841.7628779083973,1866.040168478566,1895.293670630408,1933.3220208488274,2152.3760030601834,2169.2300469202355,2734.587828566696,0.171,0.06174564893688879
10,2.0,1000.0,1000,1329.5550557971717,1599.4301086264343,1773.7451766219265,1806.9928568349678,1874.359911695044,2157.952617123932,2168.654263559488,2218.8403821498696,2251.630146726813,2438.842537177858,0.321,0.033351864960176836
10,2.0,1000.0,1000,1092.5474812429495,1294.1158596640898,1543.860153832007,1580.8451885331378,1618.1269815264595,1852.3741575944048,1861.1469448274343,2135.311258063084,2152.6023856564448,2227.7832929175,0.371,0.010986822842305533
10,2.0,1000.0,1000,1110.1204637209478,1151.4963929928783,1698.757898184146,1803.4614190012448,1824.1498234041305,1844.6802260132986,2013.62333165927,2666.7582503146486,3073.7196673590847,3196.5898260568897,1.001,0.11583597285008519
10,2.0,1000.0,1000,1082.3190843245823,1344.4556145353076,1419.8650343283027,1483.6141471593257,1516.2717761547306,1673.4016791429565,2026.5162579059975,2351.686149192432,2460.1442104763364,2475.630462720435,0.121,0.02992905746443165
10,2.0,1000.0,1000,1141.4054623722823,1144.645170843039,1168.696428512709,1194.2314035830857,1523.1981552311768,1829.7500747138822,1910.2045809196395,1962.3314736211,2445.860207385694,2561.3482746852505,0.011,0.03601172364224547
10,2.0,1000.0,1000,1564.9878411736277,1614.0501302720445,1735.513815239297,1966.9913363468904,2078.48405476228,2186.2661615275333,2251.4008597882057,2317.132240609343,2518.875536473136,2858.058281915819,0.011,0.06732614762723373
10,2.0,1000.0,1000,1062.2505140057149,1378.2647643729576,1540.780963284853,1664.3127521342612,1910.3583363367402,2270.0625638127376,2310.006231773814,2363.126592944018,2421.268723860695,2506.0724178905375,0.961,0.028262727406323847
10,2.0,1000.0,1000,1358.1847950226077,1404.4424235925185,1607.4972398345503,1819.7881129013072,1935.2390366183918,2086.4742657185525,2131.8788911132106,2263.1774851835817,2404.671425791157,2544.784124464997,0.131,0.006091076340198403
10,2.0,1000.0,1000,1265.108858124142,1514.6050622125308,1668.7626874905363,1895.3994210370713,1921.5635809794794,2166.996964459027,2459.321227408135,2474.32147288761,2499.6936772049926,2941.619534362269,0.381,0.055112819650186246
10,2.0,1000.0,1000,1254.135358606983,1696.655844021247,1755.3093181854224,1930.5923159605272,1973.2000641823308,2150.7138568209757,2330.1300821073223,2621.954616483871,2854.558910668151,3014.1929695981344,0.751,0.045915870679722026
10,2.0,1000.0,1000,1380.56520187372,1761.9442175584618,1795.5068050467808,1849.4006648080149,2045.092334423312,2085.462951898614,2088.721756021081,2088.9244761869213,2197.7837148524145,2331.2723758424863,0.281,0.3038525629954188
10,2.0,1000.0,1000,1116.4472915968463,1150.4572253370657,1267.15068865319,1575.4609392558546,1765.3391869786733,1936.5833380727531,2213.6857347406158,2616.4861151276227,2679.3236215940833,2776.2639443211674,0.051,0.09776203322264448
10,2.0,1000.0,1000,1192.557176877539,1404.5191567621382,1428.0255211168273,1465.3935367690501,1810.7629262628316,1853.1260259299622,1917.4761788136313,2015.8665417836821,2138.312049341015,2442.4872474757285,0.121,0.008220406746535253
10,2.0,1000.0,1000,1303.380702746278,1692.5846225868906,1733.8621736190826,1896.0061593249034,2079.4827014900557,2112.947304431497,2249.146214630263,2387.1149792599117,2469.676175110483,2654.447484684548,0.461,0.02464911327181134
10,2.0,1000.0,1000,1312.6569970356984,1561.2869195997728,1622.689123677732,1644.242755902565,1681.9483555957586,1692.0931813692464,1723.91660981179,1802.8678116251567,2288.874002377808,2607.061537758213,0.011,0.07503355112022951
10,2.0,1000.0,1000,1039.543155011948,1332.9497017152976,1574.2971217427028,1597.803012205919,1700.9505388491689,1904.7829093211844,2161.2386379399118,2209.605766581353,2289.44533576338,2463.606881231549,0.791,0.018994664171368705
10,2.0,1000.0,1000,1480.5181305825931,1735.3858633327714,1818.425917231824,1938.3827957200415,2203.60769701983,2208.7465576927298,2324.06306402485,2381.5314909963254,2563.623613769602,3005.84936159478,0.181,0.05509034111024252
10,2.0,1000.0,1000,1229.72129746754,1485.2411035849473,1535.243888266511,1562.0508716242548,1654.7716244886283,1972.0710504890735,2030.2969360419802,2098.780224170354,2400.6141047120823,2828.6854510148423,0.051,0.0010874707795337421
10,2.0,1000.0,1000,1248.911594745599,1592.2014011276196,1983.5835893440053,2108.264375695714,2173.246201737325,2326.357694810063,2369.6272772138936,2377.0034213540807,2513.8533824363053,2603.9180429340418,0.421,0.09947702957287083
10,2.0,1000.0,1000,1280.0704029974986,1421.2239454837368,1557.2978457525567,1626.34246920305,1675.4084524319337,1742.6234626273094,1788.41083801984,1986.2122433985724,2029.1723563523617,2146.676472636362,0.181,0.08775635160184421
10,2.0,1000.0,1000,1418.2344444078053,1458.8641398943364,1820.1865113753013,1828.9401007955375,2006.039713004809,2147.130342728302,2691.500144793292,2734.366149644955,2807.861708861791,3294.3960447862155,0.051,0.09395228822465121
10,2.0,1000.0,1000,1097.525788849628,1652.5108107475844,1691.2826666860728,1769.0354086000045,1939.720804023268,2077.596441510199,2107.240793884529,2499.8524869507937,2684.033103104646,2858.803519558256,0.621,0.015677766625126384
10,2.0,1000.0,1000,1236.0984310251606,1375.849671605641,1622.928096893101,1669.9528113377924,1883.0295535241712,2208.186203631434,2208.4918203112707,2305.961772579435,2742.721733743819,2877.1214855755697,0.141,0.052578449666706856
10,2.0,1000.0,1000,1433.5407006405871,1481.3590225062787,1664.9643930589514,1702.4253635396708,1727.3338930176312,1773.5914889922165,1845.3514622206853,1884.240397397219,2033.7539072645718,2259.2561459468143,0.041,0.2227716190158229
10,2.0,1000.0,1000,1126.6847114038353,1604.8498754588375,1634.6177756530255,1828.2701888749739,1865.391064413878,1947.7082922675381,2134.5117622723083,2459.3665774940837,2552.886141492256,2700.6904180308466,0.631,0.004485841539349355
10,2.0,1000.0,1000,1081.2600836324184,1182.794500866511,1388.2858563929794,1499.686772069897,1522.1046271963378,1900.3801197851976,1999.608816997915,2266.0763574886405,2277.7753328318404,2539.80210044346,0.041,0.04615283859092012
10,2.0,1000.0,1000,1275.5308892261667,1413.4141514335086,1974.9787570404958,2102.757863442513,2117.9893383370204,2147.832221785576,2199.8858861930494,2208.0661170294957,2333.4871783671188,2797.6795703260987,0.391,0.05869844728348896
10,2.0,1000.0,1000,1057.7000319012582,1620.5375827512426,1688.8740229617924,1753.5336194479016,1795.7645174570662,1881.3014981518234,2033.2750078207077,2057.589287873854,2177.7946121611253,2841.458057074496,0.401,0.0957949746648082
10,2.0,1000.0,1000,1169.5795402392537,1296.475597517297,1422.6277581159031,1595.301191515609,1617.9009406044427,1640.3770768778147,1907.0693495544792,1967.0864682231395,2051.6372478781304,2248.5684754421436,0.111,0.023553041448270567
10,2.0,1000.0,1000,1078.5548863205445,1419.3376840177748,1419.6362063975125,1816.8190540114426,2027.0221878904692,2203.241613837702,2289.8269599993655,2317.4669800520605,2764.8534915354703,3159.9088684872,1.001,0.11076200960618379
10,2.0,1000.0,1000,1088.215852538702,1438.9357562091586,1568.1503813389918,1752.8730914212313,1792.3017893676079,1943.2368679110173,2002.4101542641806,2142.950254810701,2336.211349914415,2774.9231316212367,0.711,0.00607564383752164
10,2.0,1000.0,1000,1448.1207361415295,1532.818982410428,1624.9275907885794,1884.5843546846368,2194.4172019399957,2319.9790198101846,2485.5349595205685,2629.4491937167777,2818.5137236306155,3070.517739360266,0.051,0.07213836054907874
10,2.0,1000.0,1000,1157.1561875267985,1852.6641373828616,1860.7291230991982,2081.7340035279917,2176.8425824527576,2193.645941645481,2274.813582215649,2530.6119763979996,3183.795076539924,3477.5878641271465,0.581,0.08365721212023812
10,2.0,1000.0,1000,1199.4726100507578,1248.975080114348,1291.024227238161,1437.4043448038612,1857.7770940959617,2189.812393609443,2227.694328000601,2358.820194684701,2593.029767652216,2748.8755487917642,0.071,0.040684029351089245
10,2.0,1000.0,1000,1440.0874094744136,1649.968598547723,1658.397858493539,1781.0012646512796,1846.6925440322002,2017.6295462253102,2018.5393331156424,2174.8531493163864,2310.711143960056,2474.410200931226,0.101,0.0836165824950586
10,2.0,1000.0,1000,1341.3048733654655,1407.2909929298823,1700.9422824210337,1871.0527548125312,2076.9146517582344,2299.9186220264464,2317.7045191838715,2376.126023631623,2491.3501161912973,2554.2341669943125,0.221,0.020849890255485205
10,2.0,1000.0,1000,1161.0223642812903,1542.8148222868208,1561.9166110281653,1585.811819713493,1624.1308536183628,1799.6428221199712,1874.8873870147522,1962.8879281642076,2211.425550883023,2215.3687428669773,0.351,0.07856697496775109
10,2.0,1000.0,1000,1032.6421290016585,1317.1797900534025,1645.6881770727248,1904.834987510549,1970.8915237352874,2064.920465960943,2238.2973378486968,2273.5711632928424,2494.409214642562,2522.6323944685673,0.721,0.00283913298403083
10,2.0,1000.0,1000,1127.5215627522077,1195.2446843642608,1456.427796520094,1595.2643944930342,1779.8470895986075,1887.9531525614975,1942.3679743445318,2003.690875580745,2142.791858562084,2206.809778195333,0.241,0.0119810067405774
10,2.0,1000.0,1000,1533.3319814324009,1554.929841957146,1655.57420149154,1672.821839065771,1981.4956595628473,2024.329529240432,2109.679130690025,2169.776933335714,2218.595114194706,2414.565248564982,0.031,0.14736207214284636
10,2.0,1000.0,1000,1244.9517093296952,1373.0416478989828,1695.2679206096623,1721.916995786517,1825.8190836455042,1889.8186357725763,2039.5620022179958,2070.8254994412137,2501.1860413714685,2812.0456755398204,0.181,0.003749618524857463
10,2.0,1000.0,1000,1162.0348140576148,1238.5524113921322,1607.391695888529,1664.9232353089578,1756.3431716715208,1789.0661692168699,1820.2564032743046,1972.5322375509018,2484.677969750177,2831.265278132146,0.161,0.011646070690613857
10,2.0,1000.0,1000,1179.7704258242159,1236.85138716335,1532.2502915967048,1634.7679269391288,1705.3006657026253,1822.3392589394311,1943.692594419322,2064.0933912603073,2070.22577862413,2127.252388235779,0.231,0.014803417305116388
10,2.0,1000.0,1000,1108.8836545918214,1264.7744719402694,1337.274487944294,1402.4770464216576,1486.2501135221687,1525.6521387825883,1540.4733952642598,1676.6400538006046,1766.1026571569628,1861.1826273754978,0.251,0.1576993030200018
10,2.0,1000.0,1000,1023.0651241577688,1269.512043593778,1530.538567489457,1564.3765430497835,1650.7567147965715,1741.0006022552498,1761.1235667800252,1843.6676107739754,2051.220819658241,2260.4392617367084,0.501,0.029140171952085903
10,2.0,1000.0,1000,1206.1090175165928,1263.9211212057867,1518.1919142899524,1603.913328862699,1640.2004153634016,1696.5236811125806,2017.5371196159138,2131.044175111917,2223.825564371236,2578.3633189337606,0.021,0.005195694179381999
10,2.0,1000.0,1000,1176.111291759634,1597.859179231039,1762.0550246869468,1877.5276286613985,1990.2385892433615,2038.8804982215358,2155.5250288415155,2220.6261367304733,2299.005432206088,2301.1301865492956,0.381,0.11888407443899011
10,2.0,1000.0,1000,1054.8740589318845,1150.1471769167333,1375.9881192192233,1533.762229868748,1657.249528905911,1772.3784547486512,2130.6894702484797,2310.2045527050605,2416.758547521039,2434.154223710757,0.111,0.06955872978639607
10,2.0,1000.0,1000,1136.6234442188943,1385.5806963372418,1399.490613847528,1644.3812951220348,1730.378495300995,2024.3751584350814,2089.3131200433845,2112.9651608746476,2195.964515530827,2264.91381705037,0.271,0.00564598155057323
10,2.0,1000.0,1000,1133.0346446221192,1217.822476413114,1443.094370530482,1520.287608374913,1530.4171232918584,1585.8242607438901,2059.700773656391,2133.8878964268083,2224.7442904363597,2266.159688560978,0.021,0.017237844211298387
10,2.0,1000.0,1000,1295.2994421848468,1501.6307353727077,1603.2078314208243,1643.0882664691435,2075.4777035951756,2082.939533974923,2092.919658620727,2095.8058545426547,2446.0168396030026,2817.49745128774,0.121,0.005492579479721668
10,2.0,1000.0,1000,1176.6583222748875,1597.752035908421,1643.490822700851,1745.7542072176757,1821.9321727665379,1860.2828972147354,2041.2087244342622,2127.7904752771483,2189.6410703670344,2239.1536491289157,0.371,0.11102989167338535
10,2.0,1000.0,1000,1218.0595175015349,1380.2257892866,1637.3361001442936,1718.5300568462326,1879.5342225602217,2007.059759732213,2041.7483362171397,2444.5021377455555,2751.3018171126414,3032.3149068001553,0.171,0.05720633986792645
10,2.0,1000.0,1000,1056.6031930658885,1447.6608857470394,1448.534414922854,1547.3311497705574,1949.9801152180648,1990.8803108869624,1995.278401669364,2292.3264361227803,2591.0407817426476,2992.0941037333255,1.001,0.03605916507570217
10,2.0,1000.0,1000,1304.333453924305,1715.9116206641138,1726.349754390842,1736.3926347930446,1845.7781140916754,2132.1680779227518,2189.95910988386,2250.2765504047043,2250.693780600017,2658.3820068783507,0.341,0.04360330650128871
10,2.0,1000.0,1000,1080.3195255879293,1259.7243859987568,1293.1900783565866,1557.7620213147698,1654.1110141306413,1689.4746493392104,1693.9268895057894,1983.0314265877523,2325.058450248805,2611.237734164005,0.021,0.02900924234824173
10,2.0,1000.0,1000,1535.2731203692374,1749.5171142775455,1909.6075093284112,1985.9447995537982,2062.821023982172,2077.4541920166553,2205.592553377918,2318.327799126145,2485.1645465517513,2501.2133230254562,0.221,0.1378034481163961
10,2.0,1000.0,1000,1104.737265072233,1132.6727838623483,1549.1382229683963,1629.9173936579052,1639.9302587331117,1801.3390986286267,1934.14583029097,2040.041585322784,2147.7474117638876,2402.1502519851947,0.341,0.014473967768033127
10,2.0,1000.0,1000,1278.4489099958794,1734.7179941878458,1755.8322242719967,1819.243871773324,1963.7505563855184,1991.4820512164304,2215.495828987177,2570.7142026229135,2593.115735323242,2905.8550804733513,0.461,0.021214158555388656
10,2.0,1000.0,1000,1691.8524941661549,1992.2742060192154,1996.6207161645857,2038.784559514006,2188.010832340595,2188.653709286917,2533.082408490067,2611.728103529488,2771.8521705314033,2847.2963680540656,0.091,0.1986400859538086
10,2.0,1000.0,1000,1171.4156356058907,1175.2311277961776,1642.6671990600594,1743.3645300824578,1771.6654527955734,1802.705497636925,1859.3636738061518,1863.910490705009,2404.6642963263193,2957.5111027923867,0.231,0.007140977050909315
10,2.0,1000.0,1000,1188.5828146824417,1374.6974976559775,1647.7236074400198,1801.978896843693,2025.1932239681594,2056.7019590794316,2090.9349359717608,2146.118733138729,2444.5953417667183,2547.6239110305914,0.431,0.010293714070186278
10,2.0,1000.0,1000,1083.4132017275863,1512.8197001848457,1524.953847099378,1760.1087553876794,1949.382558349109,2015.9752905001183,2075.4191811122328,2097.2695166379076,2468.824823192055,2558.535073394054,0.631,0.001439284828477549
10,2.0,1000.0,1000,1180.6187043254379,1625.055028785929,1651.1622465745918,1705.8373883328672,1713.2481030609597,1884.404916945176,1925.3777705130756,1939.362957350132,2382.4136877283963,2770.795015003618,0.351,0.024747030352130276
10,2.0,1000.0,1000,1247.821277313007,1350.0710797221598,1406.5871859980632,1659.3118423574515,2010.3080591957068,2132.5386447297697,2203.8125237292506,2216.50466423685,2278.953474089434,3225.4982721757324,0.011,0.03456037596703384
10,2.0,1000.0,1000,1213.1045314436967,1217.459930680985,1331.2230557208786,1579.7621370662757,1633.2710504175964,1655.5834785387792,1905.3178458827779,2254.7008830049294,2261.4293484194404,2306.384786344417,0.011,0.013204445258093736
10,2.0,1000.0,1000,1140.1335364201275,1475.4155189288379,1497.0704262942302,1721.9483842826494,1885.1894151183903,2089.6900319052247,2218.6499442115382,2400.4628721086847,2631.8275421040044,2715.88151437353,0.641,0.047254359758393656
10,2.0,1000.0,1000,1352.1611822496573,1582.3192789796594,1699.745140409355,1797.9489416898282,1831.8513586788617,1902.845675932568,2083.7347789694777,2233.6831388667497,2352.980320530389,2377.154352149383,0.231,0.03553096367255604
10,2.0,1000.0,1000,1396.8374617952982,1502.7591963623875,1524.439305553896,1823.4897293737731,1908.9944431484403,1984.7744969816804,2063.411703374551,2090.499805876334,2154.2725794796397,2329.331678220469,0.111,0.06359162442143812
10,2.0,1000.0,1000,1657.7678249129165,1931.0019846849589,1957.5520762724109,1974.6734553697684,2037.3935180944538,2104.1706291279033,2145.2548804784883,2163.807229883078,2579.68063025419,2620.2794869133404,0.101,0.3377614743140984
10,2.0,1000.0,1000,1350.4601409211023,1505.830619035964,1727.4928278081466,1752.2512517135767,1994.9623373078275,2296.2656386432973,2358.097054483117,2371.61814990155,2938.823640615279,3015.628223706991,0.041,0.0634703070944872
10,2.0,1000.0,1000,1350.0731885719345,1502.6615844190708,1638.5573055062068,1690.0741942339191,2073.589356791589,2076.8536004159646,2148.88371547977,2252.2354795079154,2319.458423079177,2393.78301562699,0.141,0.012127273791663718
10,2.0,1000.0,1000,1652.6078320163253,1656.870384377024,1703.6370993660175,1811.3243309673398,1885.262600242354,2084.032847011613,2115.4507976850573,2131.266073006197,2164.635162309949,2192.028644110744,0.041,0.41707705235744125
10,2.0,1000.0,1000,1505.8097577183066,1556.616104284799,1590.228162633705,1733.221132699824,2087.7184873677265,2122.7979698754725,2181.1659107960836,2196.3256805768224,2297.3894535989098,2757.4287529799794,0.021,0.05548623433150622
10,2.0,1000.0,1000,1473.9263995450956,1542.780523586625,1660.0942935419916,1855.852472295553,2004.0385656515514,2055.5081299154567,2096.4688935095583,2117.539218460015,2215.013321175173,2650.195680067971,0.041,0.06553481124227091
10,2.0,1000.0,1000,1294.3563824164105,1710.9978293096651,1728.1494123450218,1848.7153261551982,1853.4940826038023,1907.2690375361217,1930.969988277785,2577.1473007700906,2591.377746034128,3043.508271669279,0.271,0.014832459955413022
10,2.0,1000.0,1000,1164.698602658853,1267.082540761879,1315.795280865641,1812.6511790882305,1959.8722332608456,1998.8320816768764,2076.044783688879,2120.349234973108,2414.541173944566,2904.860672869141,0.221,0.03589533071734452
10,2.0,1000.0,1000,1403.8882959643465,1561.064171754921,1910.300173770634,2087.3452021465146,2124.896809078801,2263.880839694532,2281.7105260514404,2464.7814610144496,2566.5665164527672,2631.9418711939215,0.341,0.04147262818875269
10,2.0,1000.0,1000,1062.9263646628592,1319.3746822189676,1500.315556530108,1585.2664240016518,1589.538382398078,1725.094102365027,1898.3752231866813,2119.42798219253,2415.05964053552,2505.90394077149,0.421,0.022384403778262014
10,2.0,1000.0,1000,1150.6525806263094,1524.0201794030243,1677.6551843653745,1808.9015754652328,1823.6226415394972,1882.4340790114113,2178.229889989623,2207.3996166699967,2248.2857602191825,2812.8857581812526,0.561,0.0009246987008961888
10,2.0,1000.0,1000,1168.1293419599074,1512.5444933011881,1562.0325048180682,1562.9897832912857,1683.283900633347,1965.898687117749,2002.0437710644433,2198.2837135986456,2320.3639138471253,2357.6806512589847,0.361,0.0032895518213919553
10,2.0,1000.0,1000,1146.0831753551163,1326.1374455963455,1658.1002588893466,1680.525205773712,1714.2297770291234,2072.4993023003267,2412.004699652587,2436.3020055949387,2566.697853418912,3307.9630762349716,0.421,0.11162646196241424
10,2.0,1000.0,1000,1451.77110187995,1559.8222999281256,1687.1784580237893,1745.6214892027497,1762.0641885711466,1864.8032068144023,1869.1585962858956,2097.9813503135174,2208.0661754959046,2254.0823096871977,0.021,0.16576249659126477
10,2.0,1000.0,1000,1041.222506504045,1327.6181154168553,1394.9022746323708,1582.8591974573023,1590.2320545376178,1747.4626654709532,1750.281082333634,1839.5395098501003,1892.0665082830014,1918.929960080192,0.401,0.08337323671243148
10,2.0,1000.0,1000,1117.2434896169723,1708.7443674127385,1819.245228134342,1860.3702909388944,2014.724151890301,2139.1080560007704,2355.481870719102,2384.807844480011,2493.3560117584884,2874.2602435831095,0.491,0.0873824273165782
10,2.0,1000.0,1000,1180.1109467838223,1457.8516487421946,1515.0103434052478,1677.4582030912493,1728.886990271651,1750.8479070453675,1811.8803130188426,1841.177326331127,2196.4975029137067,2508.7339462683303,0.261,0.019212541732835816
10,2.0,1000.0,1000,1051.5055920216503,1545.0902916742912,1572.7939601541996,1586.3711828567857,1656.8402443215982,1808.7013737542484,1830.179246111447,2178.002729003062,2471.188316426903,2489.6794056643794,0.471,0.02301721715830998
10,2.0,1000.0,1000,1261.2332672964226,1404.366399175238,1584.781555401295,1622.850199862925,1750.683230774037,1891.5153871035968,2078.6316847640364,2308.254270238656,2337.764823933804,2526.4849835424125,0.031,0.00023824812154140187
10,2.0,1000.0,1000,1049.4810568045123,1130.818363944743,1847.7617820770424,1886.46519693447,1919.211683406084,2202.889023143078,2266.599351616509,2521.7987017533906,2559.391637925719,2658.3650715329504,0.631,0.017084751641162157
10,2.0,1000.0,1000,1044.9920689400037,1561.7102305607268,1672.646863066981,1804.0620700437516,1965.0295698854052,1986.026076610378,2397.560282685869,2427.210233027275,2477.083389989736,2648.185514208053,0.601,0.02681517227193632
10,2.0,1000.0,1000,1313.9958143035753,1542.4988905876417,1554.260509230236,1815.6336671884374,1990.9494799893896,1991.7563922188538,2197.787112125613,2446.318440339635,2455.57547147213,2756.5969396178234,0.161,0.01239369689306516
10,2.0,1000.0,1000,1222.8623249375394,1262.629517865151,1596.4435332971284,1610.9040369945328,1683.8269447937143,1963.63748075065,2042.6236260408386,2181.0549429154034,2202.354696117064,2716.372931715754,0.121,0.0031737901213723637
10,2.0,1000.0,1000,1380.107448774713,1598.6891903967257,1644.5199278167765,1661.1312782902573,1767.3520238743727,1908.2794617121754,1986.8421338597173,2057.555348411778,2139.7005906807467,2488.4359041342022,0.091,0.08191585987833133
10,2.0,1000.0,1000,1150.1497482698192,1188.6042955951434,1445.9602588542057,1452.7544301343771,1619.8061990161905,1799.9270297297405,1892.8024504859854,2020.4886618641058,2080.919936189068,2358.248450115553,0.091,0.017529059415984496
10,2.0,1000.0,1000,1495.532909946641,1653.3012573397623,1666.291084208899,1752.0530225812295,1758.9915879086675,1852.154590987054,1871.9941353785282,1955.8395714549647,2051.467135644264,2175.073328162236,0.141,0.35835165364097354
10,2.0,1000.0,1000,1335.3444646646622,1473.4719596740501,1558.7917761841318,1957.3809353544011,2037.976662326467,2191.074548572982,2201.9074147008623,2273.4491707317775,2324.4349826890502,2716.8585258985977,0.191,0.0108421664684551
10,2.0,1000.0,1000,1433.852823414037,1483.3295280330485,1772.2464989526661,1878.1060999407787,1897.782784385141,2116.3280838965884,2512.95200121785,2557.7909451719133,2569.976439088866,2591.2596070119425,0.071,0.025312098685253706
