n,beta,eta,gamma,t1,t2,t3,t4,t5,optimal_delta,best_mse
5,2.0,5000.0,1000,1363.5895905637349,4038.6537478496057,7519.271774577253,8166.241965428666,8593.373341477309,0.5,4507197.944116467
5,2.0,5000.0,1000,2657.6559998567227,4288.633714578815,9345.298027310897,10512.352265767693,11923.852646518539,0.5,6198725.564861514
5,2.0,5000.0,1000,1729.2216777375593,6064.573874206199,6996.550784908158,8070.051442019834,10743.514927348066,0.5,444059.61114982335
5,2.0,5000.0,1000,1852.185086802229,5929.098708622276,6262.72172341516,6389.257110522243,7185.103419869628,0.22,33010.576794892615
5,2.0,5000.0,1000,3223.3135980844595,4784.498829596068,6359.261969156878,8030.559360150946,11163.665056122734,0.32,1188989.6976115373
5,2.0,5000.0,1000,3223.413641285043,3601.430876473206,6907.389955080967,7194.56488047272,8045.9114258369445,0.1,113568.30258521729
5,2.0,5000.0,1000,4564.298076967274,5448.040025396356,6606.0138118473105,7549.31934320901,8555.741403833385,0.01,2201198.1139445812
5,2.0,5000.0,1000,4107.13152811667,4247.242462866415,7858.925441167897,8344.283095293456,9550.098677797727,0.09,1180029.0142129883
5,2.0,5000.0,1000,4673.626106410617,4732.118109463914,6145.685813291299,7922.170011827315,12774.895268067386,0.01,19724057.326870456
5,2.0,5000.0,1000,2546.3036941475502,4426.949272919107,5881.884309372308,6782.712811724199,7147.668351898602,0.24,3057.5757815330144
5,2.0,5000.0,1000,3791.8741254979454,4045.09649887144,4312.335627899547,5153.313728436646,11323.610551308548,0.01,20037400.742918417
5,2.0,5000.0,1000,2477.8379708446246,3179.1762626048667,4464.104973059977,5719.794378960413,6463.416424168646,0.01,816934.9233912971
5,2.0,5000.0,1000,3838.0244300349495,4464.056485545685,4888.668495438325,5298.775132544724,6257.7475889659445,0.01,10271504.051802512
5,2.0,5000.0,1000,2129.4182085939538,4219.805753608933,4886.502095947102,5543.128395424617,6581.557359170312,0.24,265970.81079958996
5,2.0,5000.0,1000,4049.8149954163327,5505.160017821661,5642.45375211386,7064.490766683652,7350.848609588857,0.03,167582.73728527455
5,2.0,5000.0,1000,2811.6381564593185,3632.1425064289842,4860.906547384551,8080.541806304286,11526.871044174948,0.01,3097206.555263263
5,2.0,5000.0,1000,2150.9397854457457,2279.4459565379125,3129.4810099727297,4708.519436469987,4923.205713016997,0.01,11620521.335632866
5,2.0,5000.0,1000,2822.711275542718,3769.3399551182256,4520.697169416937,5869.321790952329,5888.488716667074,0.02,513204.52554841206
5,2.0,5000.0,1000,4232.609337247932,4837.22741820728,4971.736763116714,5384.550019574549,7329.105627278105,0.01,19109509.36117903
5,2.0,5000.0,1000,3997.4057858651913,5447.62405814056,5529.824021303706,6753.006617050544,7178.0055912537655,0.04,84665.57493595722
5,2.0,5000.0,1000,3002.041969011193,3763.321439106392,3787.7242095459387,4287.0601510708075,9531.955108814553,0.01,11236880.777184019
5,2.0,5000.0,1000,2527.1238131812597,4975.337899232319,5856.851030637953,6697.674563925925,7684.853018976677,0.32,24824.495021216553
5,2.0,5000.0,1000,3982.0630786668694,5179.519897420604,5727.515667663668,6013.446967129847,8480.340789762271,0.01,4252863.864246581
5,2.0,5000.0,1000,3494.2251240327064,3534.3082778456705,4353.824993162061,5764.593342823422,5807.709869244395,0.01,5547143.226596197
5,2.0,5000.0,1000,3774.4610766915685,4685.488842931552,4897.088798870188,5779.124739566922,9609.3083701416,0.01,11077984.543660477
5,2.0,5000.0,1000,3857.567327956454,4406.587084185019,4505.503709132503,5239.896235494918,5521.035034089496,0.01,10845887.831013666
5,2.0,5000.0,1000,2955.1822224308185,6748.023854652226,8065.19871721973,8866.269059760787,10973.1162750196,0.49,3358734.1911996356
5,2.0,5000.0,1000,3121.995375906441,3294.9044736816604,4011.878468791378,4357.953217557391,12358.561571601065,0.01,15775756.824199338
5,2.0,5000.0,1000,2090.6279653429856,5810.078086003326,5942.219945713256,8506.132761904915,9010.065006011944,0.5,1116065.303413644
5,2.0,5000.0,1000,3369.6180029403426,4147.312221834624,4368.806246775009,5251.197429043928,9780.030257444128,0.01,11024825.247210104
5,2.0,5000.0,1000,2119.573649406335,2833.4864472734484,5709.28498412037,6285.8790818789,9245.930701871548,0.13,3492.7732268742952
5,2.0,5000.0,1000,1634.8509567995436,2978.0619278645813,4144.732742061144,5240.043070010778,5578.096197248341,0.17,1080196.2431721715
5,2.0,5000.0,1000,3985.736803402111,4276.597077859999,4321.642428395608,4482.797074584909,5679.469600654632,0.01,25467950.34715608
5,2.0,5000.0,1000,2787.7272239820477,3705.684401743209,4111.905968245508,5234.5304028958135,9464.804884375491,0.01,6202682.329163872
5,2.0,5000.0,1000,3787.9148208242495,4416.332140116703,4451.5407495969885,6376.987055311721,8657.901529138428,0.01,14288490.57264379
5,2.0,5000.0,1000,1812.6115294348115,3638.386797070659,4265.155315536539,4307.70246680963,7556.067948637524,0.14,579955.7390161233
5,2.0,5000.0,1000,4783.1952374839875,6251.725169053591,6444.9591890603015,9395.061829557528,13108.58161405228,0.01,8741588.975306934
5,2.0,5000.0,1000,2678.5865222100083,4267.951796540739,5614.620605239096,6800.8577340001775,9030.721449066372,0.29,96007.28053081606
5,2.0,5000.0,1000,1934.0571963569685,2869.495388514857,3120.079401266866,4491.831712195855,5475.474727135567,0.01,3090292.145222636
5,2.0,5000.0,1000,2978.627407057518,4241.562407608562,6848.72264243813,6895.123225593711,8427.845846548858,0.16,207677.02032900817
5,2.0,5000.0,1000,1942.2511136370174,2234.5417532276224,3378.27775530514,4503.217836413558,5038.914099834003,0.01,4116867.3279072265
5,2.0,5000.0,1000,3195.177362254053,3425.1744548800375,6550.593051544272,7226.169693292577,8198.70377100429,0.09,73526.3991662097
5,2.0,5000.0,1000,2748.86183106697,4213.835064185103,4498.978821273224,6423.443440450754,7186.061565975436,0.05,67918.15101535892
5,2.0,5000.0,1000,4958.266484025014,5300.264737918552,7233.574892895854,7414.471794084187,8010.359516581593,0.02,617706.3615661408
5,2.0,5000.0,1000,2346.0430024608054,4815.965921061499,5735.587433343876,8064.854277483051,11257.121965772969,0.5,1663633.8359627353
5,2.0,5000.0,1000,3136.633235853609,5368.230160586241,5422.443507169653,5690.149755209345,8175.107606277545,0.1,12054.774892440339
5,2.0,5000.0,1000,4759.664795566747,4859.7437006298005,7177.832084171257,8227.288362416362,9203.709689736963,0.03,1189286.5167847478
5,2.0,5000.0,1000,1481.3553445485236,3190.687328811742,4552.84454145977,6588.518866369894,8629.501713165315,0.5,438597.7446628548
5,2.0,5000.0,1000,1090.1511464011865,4947.226398289077,5053.450967203595,5107.1172403486735,5910.051537332382,0.19,958273.7165883438
5,2.0,5000.0,1000,6641.471950845136,7187.223262675533,7487.232035455153,9976.572093812025,10050.437863448224,0.01,35950900.82750568
5,2.0,5000.0,1000,5302.180041846147,5363.639910426353,7958.501874384354,8325.929229742618,12327.815309877995,0.01,10284134.839416726
5,2.0,5000.0,1000,2262.648192357078,3144.6714400311985,4198.616770064312,4972.459755509351,4991.720733196889,0.04,1293699.6038389774
5,2.0,5000.0,1000,4612.9393354176655,5088.532143832232,6586.254187706041,6894.993794285297,7834.2393569795095,0.01,369092.5341558965
5,2.0,5000.0,1000,2237.5219585660643,2902.502707160589,3015.1776444922357,5639.216594501814,10778.54018944554,0.01,6284450.860560361
5,2.0,5000.0,1000,2027.4006390177913,3233.9628281650707,3952.6667489909682,4796.0263760625385,6874.356374084411,0.01,810667.6175576977
5,2.0,5000.0,1000,3258.201552371319,5946.03731887485,6961.75167260628,7640.6389740279155,7790.831563035934,0.23,486549.57902397553
5,2.0,5000.0,1000,2493.8908383014414,5804.174362456249,6365.614126868318,6732.388924147098,8931.27364868388,0.4,205300.774102806
5,2.0,5000.0,1000,5725.035216984233,6059.2692816436065,8006.504120821556,9875.486144898961,12587.902450788606,0.01,19829299.71709593
5,2.0,5000.0,1000,1656.4305812039574,3530.9400560453473,5994.930437309898,6677.294394950628,10065.924003025322,0.5,1162491.2190438448
5,2.0,5000.0,1000,2632.7365995844953,4904.81474497216,5990.889076375931,6182.597572431453,8221.442656029309,0.28,37756.16859540537
5,2.0,5000.0,1000,2876.034994851484,3331.7545604920183,6812.747344483132,7016.933348269488,11089.603366292698,0.09,411782.6628067122
5,2.0,5000.0,1000,3516.556936161497,4901.526636021634,5132.204629058945,7796.719834811998,8203.083115743757,0.01,225012.49228426762
5,2.0,5000.0,1000,2317.692362200713,4276.762400462214,4528.199723500805,6917.700636309565,8293.44678979271,0.25,385.69695867955744
5,2.0,5000.0,1000,3874.4705736929627,4604.366029165684,7608.261532114688,8856.139536062146,10418.703384493609,0.08,1791929.9421921796
5,2.0,5000.0,1000,2788.5305713639696,3964.5089416124233,4971.595116665326,5447.253785901988,5542.933363144006,0.06,494378.9923039114
5,2.0,5000.0,1000,2420.8590351580233,2536.7105724311236,4732.279758184099,5232.489389972201,5619.51103995218,0.05,975406.6773916876
5,2.0,5000.0,1000,2794.9718639927396,4014.2923902277603,4108.827826000924,6071.624175526807,8125.701488104967,0.01,2106098.9229141837
5,2.0,5000.0,1000,3732.175806567487,4286.79520948903,4577.469843682906,8246.34213954888,8487.168014922092,0.01,12305637.578107972
5,2.0,5000.0,1000,4976.068136740885,5268.462558400035,5826.120612624339,6244.369479992,13120.168818625105,0.01,26126464.965415135
5,2.0,5000.0,1000,2372.5969773485463,3627.248677193289,4650.445171905112,5208.627453137465,5982.73019676623,0.1,584631.4157322901
5,2.0,5000.0,1000,1962.1282062844994,4214.268375433567,4752.737147719796,6182.577646465669,8356.431922444546,0.47,26985.78460741724
5,2.0,5000.0,1000,1646.3514474437654,3109.1287129731577,4403.241266892224,5192.593261770209,6548.219463255354,0.28,685510.9898415944
5,2.0,5000.0,1000,2276.0330249971917,3518.1252378569784,5358.736285827712,6456.895377475159,6873.600816170094,0.15,76149.39286653991
5,2.0,5000.0,1000,2468.7163720331273,4605.1760469932215,5106.246425917786,6200.571548354179,6359.687309798732,0.18,106280.91068480231
5,2.0,5000.0,1000,2548.5689171619133,4795.957596577202,5056.18073716829,7690.234108308485,8453.131205694379,0.32,102569.54248890794
5,2.0,5000.0,1000,1900.8148986313531,4026.4297440826217,4133.537802011244,5829.859581225062,9000.054823440423,0.33,69540.74990921242
5,2.0,5000.0,1000,2941.84032882869,4481.703680979077,4484.062694071636,6381.415428427734,6463.89234584993,0.05,122107.86516581557
5,2.0,5000.0,1000,3029.399812955288,5227.505143072232,7134.431716363016,7230.3891811494295,7542.943560110358,0.22,280160.697387323
5,2.0,5000.0,1000,2260.1483384079747,2441.621584341664,3572.729329341737,3651.9712880477264,4109.633464090854,0.02,3905206.481483043
5,2.0,5000.0,1000,2202.7633828099006,3507.251000944793,4192.707335122959,7838.467897087094,9339.112186901482,0.01,108340.5246908674
5,2.0,5000.0,1000,2402.557332591081,4150.374985739437,4801.438989217439,6022.323305491718,7932.919849576384,0.21,34220.197207973084
5,2.0,5000.0,1000,3937.1578727491838,4157.253845332309,4251.479435042254,5729.902878027426,10666.009929225704,0.01,21830607.4653729
5,2.0,5000.0,1000,3004.9878148139164,3352.8347464301496,3539.8818262564027,7050.574419912348,7643.8037551457,0.01,12395628.297162738
5,2.0,5000.0,1000,3024.9376589946933,3956.216274213674,4184.616645619513,5734.334254113318,7038.5646793213855,0.01,4997431.0958082825
5,2.0,5000.0,1000,3031.7324526597104,3574.9686308758833,4038.2315697285517,5927.57637588573,9491.206037688713,0.01,10152124.23912979
5,2.0,5000.0,1000,3014.511946038423,4932.000044315089,6005.990901741705,7126.278720839815,11080.055719034412,0.21,752415.7542018495
5,2.0,5000.0,1000,2173.7829868673953,4187.060182212144,4440.550048021216,5814.8155197605465,9403.205749458828,0.21,7413.534771744509
5,2.0,5000.0,1000,3112.225972784748,4074.187220337801,4187.856976278148,7066.721694387897,7301.930517622599,0.01,4385507.337154
5,2.0,5000.0,1000,4681.447217241677,5670.099934070067,8150.221937844038,9571.50106723514,10659.17353673723,0.05,3380587.836730759
5,2.0,5000.0,1000,4307.179492728584,5521.93375080499,5667.611444656841,6160.852004495679,6969.298679985115,0.02,12389.847097829312
5,2.0,5000.0,1000,2093.4604518911856,2555.9505577044924,4820.850526979352,7002.99119494251,7997.448246873101,0.04,106211.84832565876
5,2.0,5000.0,1000,4608.177778571423,4622.012643217505,4813.2590830632835,8196.006695537058,12189.762549278861,0.01,28680995.486367926
5,2.0,5000.0,1000,2835.501010133724,5492.141526161847,5689.015821255462,6410.947747540646,7182.371620409563,0.19,4611.710204021355
5,2.0,5000.0,1000,5505.886919147814,6058.667155750739,7227.722726126161,7707.411426559553,8467.700124209452,0.01,5348226.588943833
5,2.0,5000.0,1000,2605.021332630201,3388.6220081890638,4806.810378088636,6645.882709086012,8348.384989931228,0.01,2017723.1584820251
5,2.0,5000.0,1000,2440.134020735911,3542.140376245473,4173.917959764523,4887.43692378451,5822.184427085503,0.07,882805.4256551393
5,2.0,5000.0,1000,3350.3877611835533,4297.841788479625,4299.428518613611,6926.924833797116,7149.18744401291,0.01,5124822.452694063
5,2.0,5000.0,1000,2065.9960755264965,2751.9024389319165,4200.6818801264435,4776.843481869011,7736.164482665224,0.01,3197218.570177751
5,2.0,5000.0,1000,3189.3692390724523,5669.448976311739,6581.0535882365075,6940.678705388092,8509.842651275707,0.24,377723.8344396333
5,2.0,5000.0,1000,3479.0708923697803,4250.6893433949745,5968.667860689327,6740.806322780044,10911.188010647027,0.01,5307056.166426867
5,2.0,5000.0,1000,2815.8428427996832,8663.682613620731,9592.229330495968,10934.907786341095,11026.59114932705,0.21,3791739.7514230087
5,2.0,5000.0,1000,2910.1559359088483,3119.3650928591032,3167.8321765764695,3891.8618547230417,11009.00938148672,0.01,17905811.023264706
5,2.0,5000.0,1000,4926.671576957891,5200.975262314964,6707.740127410721,6934.691527205057,8409.284350760425,0.01,7840843.645833591
5,2.0,5000.0,1000,2478.279331936002,2613.633245845986,2935.701108470387,4917.655665728713,10639.590835414918,0.01,14620658.623871036
5,2.0,5000.0,1000,2693.521041894499,4232.436626322968,4425.656269019322,5218.866164818619,6892.393359519063,0.05,292878.13516928663
5,2.0,5000.0,1000,4782.573182783678,5393.670970522593,5977.548710274471,6324.024261076931,6922.411671052444,0.01,4058463.380817862
5,2.0,5000.0,1000,1657.9873524166383,3691.928397760829,4418.7674937858155,5685.638687887486,12276.05738485966,0.5,60782.6945843835
5,2.0,5000.0,1000,4715.234753260367,5387.513833955336,7267.570806368867,7362.819546254756,7501.654453857221,0.03,760827.9036779656
5,2.0,5000.0,1000,2282.7014352025135,3960.3206936457295,5154.81492652699,6401.258422159766,10894.383321210571,0.24,106279.88966120013
5,2.0,5000.0,1000,1707.14769754726,4496.077098144566,4613.962025514864,6119.631579735733,10442.945399884657,0.5,376848.3426327942
5,2.0,5000.0,1000,3120.845959685302,3453.480312107199,4242.0834594082,8615.300384127875,8804.093280328705,0.01,9649405.02086265
5,2.0,5000.0,1000,3822.92504763909,5013.4951330454915,6004.727040702046,7375.239617384407,9899.541118007353,0.01,3301513.6531486777
5,2.0,5000.0,1000,4784.494412992488,5589.823779302739,5782.9738404046975,6544.610190339477,6589.921871637586,0.01,1235747.4704981386
5,2.0,5000.0,1000,1861.764175530283,3679.8385860605845,5403.151723908357,6902.40432829222,8904.364718776906,0.5,283616.71372007066
5,2.0,5000.0,1000,1551.4481503001916,1651.7749036321343,3394.9005367284794,5285.438221065291,6732.868305747527,0.01,1590178.1426198774
5,2.0,5000.0,1000,4704.287478235171,5447.120501638394,5687.908763772605,7039.196107355998,9227.5922467393,0.01,17399243.2668651
5,2.0,5000.0,1000,1958.6824244404668,6057.832940917376,7939.7272919469115,8188.4933661947625,8212.551546761135,0.29,247844.56423565076
5,2.0,5000.0,1000,2075.2013512093736,2916.3916699850274,3400.9020347950946,4238.630382216442,5677.0774348618015,0.01,4256889.941985241
5,2.0,5000.0,1000,3520.069494611783,4714.950810362946,5273.625893248799,5319.950274803485,10259.107513349112,0.01,6500360.266529521
5,2.0,5000.0,1000,3290.589086632451,3477.244679208174,4929.583382388177,5575.857329067565,6824.468855302843,0.01,2650512.3315670625
5,2.0,5000.0,1000,2441.179083301544,5151.674090262976,5947.584627403273,6115.679013171695,13436.061282554605,0.5,914994.2378344954
5,2.0,5000.0,1000,3457.940196928025,5121.6493590955315,6314.373487030829,7049.755235256429,8401.550492722923,0.15,302066.9429753429
5,2.0,5000.0,1000,5792.472505687585,5892.074069216954,6169.429568928721,6531.407519722692,6675.946322811265,0.01,39049140.69604122
5,2.0,5000.0,1000,4240.842466636381,4446.162378281664,6863.409882856584,8539.066488516226,9039.356980484361,0.04,980234.600789984
5,2.0,5000.0,1000,2770.4291913077204,3375.2338468419252,6206.964062042042,6566.099136371866,7792.149299514222,0.1,796.4597884226545
5,2.0,5000.0,1000,2218.676452194384,2995.572716397556,3951.3366737262227,7718.413041326975,8055.498782083136,0.01,2600483.9435617914
5,2.0,5000.0,1000,3362.798075844833,6396.280136147728,6556.101591013979,8035.201604765213,11608.870990488123,0.44,1909967.0849553025
5,2.0,5000.0,1000,2714.3843882732995,5690.20479814106,6361.640072019248,6612.705078105145,7720.894998164655,0.27,77493.06075800737
5,2.0,5000.0,1000,1914.4518442337546,4267.753306295338,5970.00345586532,6907.377629181603,10109.572730576365,0.5,1364055.2263925236
5,2.0,5000.0,1000,3785.3560600430997,4006.6008954319254,6106.288358424297,8313.62743096877,13560.743537486253,0.01,8855282.623044923
5,2.0,5000.0,1000,2483.463171744338,4366.606093299539,4742.308489115281,5967.210767995074,7519.444186208525,0.18,59409.28273681557
5,2.0,5000.0,1000,1635.3602796944697,2392.6287166246066,3155.363476710868,7233.325421893241,9655.543076999342,0.01,1932225.1492252238
5,2.0,5000.0,1000,1711.3654600345149,3661.815742709171,6881.850678637639,7547.646468988602,8044.7923155175495,0.5,819090.248482503
5,2.0,5000.0,1000,1923.6173577586092,2510.9957205839446,3123.1452795261653,3375.864719839592,4096.960140427324,0.01,4047823.0063393465
5,2.0,5000.0,1000,3393.364699785659,4887.879028414198,6441.9986937765925,8397.170529922396,12016.446130683453,0.01,1750173.4000511286
5,2.0,5000.0,1000,2239.153030676848,3998.8937850791044,4102.513633202732,4927.617205499773,5317.70639145389,0.1,1013867.6993186668
5,2.0,5000.0,1000,3865.6779859348617,4124.195187262452,5547.157306904626,5548.641723966816,7080.63568432349,0.01,5831083.762394898
5,2.0,5000.0,1000,1951.1497380443961,3049.6554660001184,4938.950502154645,5066.1128532060375,5669.575751117205,0.12,806213.9211230241
5,2.0,5000.0,1000,2007.1051899295028,2735.1819606709787,2986.3755535850833,4157.8551113953035,8154.523063032832,0.01,7280680.782728249
5,2.0,5000.0,1000,3897.743821062952,6602.039112175219,7036.93518609835,7096.7550628118415,7480.76513737156,0.11,428567.5508737199
5,2.0,5000.0,1000,3698.524586570534,4249.035726285079,4281.397081926521,5370.664801426125,6173.26419086217,0.01,15511284.412360776
5,2.0,5000.0,1000,2572.4823928514143,2873.7294978892332,3997.1173131327523,4746.541285258314,7437.528277767429,0.01,10338485.994537935
5,2.0,5000.0,1000,4643.415296122881,5536.772659489056,5857.541644955619,5936.061860883107,8250.049260494845,0.01,14665407.375397243
5,2.0,5000.0,1000,1739.2719661530323,1751.7763577634414,3581.2884204677357,7083.8032042510695,7168.139901284747,0.03,739999.8671472408
5,2.0,5000.0,1000,1695.2436161698351,4149.955551389214,4894.063018157548,6339.766965559711,8006.952238748253,0.5,190395.3031199915
5,2.0,5000.0,1000,2697.053754914483,4223.309983715515,5869.9740723426385,6375.1182060658175,7953.668921178203,0.2,11299.585987647562
5,2.0,5000.0,1000,1963.8550864294677,2501.948785714434,4474.712235963263,5316.2901196763,13067.714735221067,0.01,2340776.2279155706
5,2.0,5000.0,1000,2914.3745289869585,4979.179670308673,8843.369920116169,10011.009766729909,11745.116218720146,0.5,5264327.005571609
5,2.0,5000.0,1000,3458.717343179457,4190.527317070961,5453.253986188877,6400.787788074172,9249.4507859695,0.01,6694420.56565599
5,2.0,5000.0,1000,2909.8532287524245,5478.820489383939,5629.483196503737,6039.892971478007,7255.237397235497,0.17,3412.5709326996575
5,2.0,5000.0,1000,2073.9862881603867,2770.8075591043394,4981.081020940598,6176.028399948058,7724.400808406577,0.07,175720.79461328074
5,2.0,5000.0,1000,2369.7219086116766,5715.556358395408,7465.189377923763,8438.580434950003,8546.112809417731,0.5,893622.9993795801
5,2.0,5000.0,1000,2551.0906518552,4060.4052305898126,4484.199795235815,6341.05359418615,12471.551123101637,0.01,935884.4977547454
5,2.0,5000.0,1000,1559.703664867191,2128.32156935352,2833.991043229834,6455.888881094055,6871.63144472962,0.01,4566202.518427267
5,2.0,5000.0,1000,1741.4180209781941,3710.161514142231,4385.9241485189605,5997.212275091809,6666.173620512947,0.35,353349.24984210666
5,2.0,5000.0,1000,1669.9090237714777,2843.0866847407037,4768.216092484998,5130.21436313725,7121.442359623038,0.21,527439.7346635002
5,2.0,5000.0,1000,4151.461576167396,5359.189169419263,5527.853832191791,9134.813591015652,9157.234138658465,0.01,4764417.7384814415
5,2.0,5000.0,1000,3518.5267568133117,5538.316036863384,5622.240553445514,6706.98983480017,8515.198804188047,0.1,194831.6312928818
5,2.0,5000.0,1000,4324.218586242952,5386.141105591729,6893.282475714919,9618.680868672509,10859.380458490306,0.01,5090040.92573732
5,2.0,5000.0,1000,2558.9540524550243,4575.8110727645235,6305.385781920894,6365.540256230483,6495.880045389673,0.2,6007.586923365103
5,2.0,5000.0,1000,2412.571568830791,4498.043302016218,5887.359172913446,8189.824519890872,8261.056634433968,0.47,237541.02184387535
5,2.0,5000.0,1000,5316.263217204666,5351.563747749879,5851.833569772768,6557.177324151309,10880.481379647552,0.01,35204420.60623431
5,2.0,5000.0,1000,4363.31978611271,5514.307207224753,6110.548059192559,6724.0251029021465,8222.480582108923,0.01,1562752.5597069755
5,2.0,5000.0,1000,1816.6330777504525,3636.396616686746,6393.9524394201335,8230.062517584718,8623.328134841031,0.5,879259.7619898896
5,2.0,5000.0,1000,2655.854260837189,2720.8712631446724,3835.325218416612,5450.059655725808,11534.832508854615,0.01,12553123.070557872
5,2.0,5000.0,1000,3280.1258938719875,5055.976992424975,5475.003867074258,6182.796979237868,9438.644827125387,0.02,169536.20819908704
5,2.0,5000.0,1000,2256.1075560640393,3564.888045376951,3930.587027276566,6914.586251602627,8888.81392041326,0.01,406931.79085167695
5,2.0,5000.0,1000,2397.399860516972,3473.136424041349,6012.083785555278,8391.880186120326,8525.861519773873,0.18,181801.60112872146
5,2.0,5000.0,1000,1240.004660595355,2529.8321558038824,4151.054060825794,5129.950541496512,10218.233408444179,0.34,294937.56918336893
5,2.0,5000.0,1000,2080.2007626978675,3051.696367793181,5481.117119902723,5898.845437251964,11009.490788341694,0.01,48339.39145867405
5,2.0,5000.0,1000,1478.8344002775243,3478.048131005521,5336.9116536006495,5709.573490700161,8050.006263697156,0.5,365755.88821680116
5,2.0,5000.0,1000,3822.4199982530686,5217.992675218147,6554.711346483573,9549.513627783723,12106.482467099775,0.01,3193340.674153362
5,2.0,5000.0,1000,3214.1430357337995,3333.41751423639,3547.0826369381216,4015.750708870265,4202.863492152657,0.01,23297398.862191863
5,2.0,5000.0,1000,3038.871689202168,3082.3598016579044,3520.4277473971147,4804.730716734548,5459.942081302844,0.01,21281226.442649893
5,2.0,5000.0,1000,2281.7546241409264,3262.832426765285,4621.802788985744,4645.93025599945,5312.799516956695,0.06,1102354.954363065
5,2.0,5000.0,1000,1553.5185450425333,3553.3293900037334,5194.933200373701,5355.981036795392,6986.470899247711,0.46,333513.2216215532
5,2.0,5000.0,1000,2867.9215365326054,4319.186684308808,5869.770354839657,6274.201065736376,8519.270208620233,0.14,42318.33350801119
5,2.0,5000.0,1000,1953.7988168571171,3153.01593273168,3383.2902912485606,6657.856475193088,9133.175592707748,0.01,938224.1481338376
5,2.0,5000.0,1000,3647.6445995525105,3995.6996102399107,5404.0333337586735,5745.744025810391,6921.331537951927,0.01,2285938.5643358766
5,2.0,5000.0,1000,2320.0051134817277,2551.28029862111,3910.9575063860593,6444.880978175738,6495.558659571933,0.01,5530996.386720264
5,2.0,5000.0,1000,2487.7401555298193,4147.735010758275,4217.985057607557,6128.969697203901,9128.385615109879,0.01,10027.561479300572
5,2.0,5000.0,1000,5203.820029847683,5368.552810432733,5694.610958695238,6889.096101395234,8067.515622961933,0.01,32823575.14556357
5,2.0,5000.0,1000,7385.307620610616,7576.25388116612,8593.177811951206,9095.84923791009,9119.509980200151,0.01,16327601.272485403
5,2.0,5000.0,1000,2963.5489675474937,3026.317473598924,6164.968801613075,6192.516379809943,6901.744501070555,0.08,73112.14472452526
5,2.0,5000.0,1000,2710.198977305431,3785.4657056460414,3849.898131217263,6666.079243137538,7797.703136340725,0.01,2788102.23357221
5,2.0,5000.0,1000,2025.069775924435,3419.1693699053035,3906.9703186826973,7429.732638686208,8438.004329478044,0.02,33708.30145779512
5,2.0,5000.0,1000,2632.4655134401473,5813.122065104756,6202.561060734007,6865.1858173795345,7419.506681796124,0.22,310232.1715177096
5,2.0,5000.0,1000,2927.4501626686724,3552.37348862873,5201.852077759399,5204.771271458026,7060.729245697161,0.01,645002.1596700702
5,2.0,5000.0,1000,2739.706393503143,3532.4751426326466,3630.52706387532,5430.029802834222,5932.4400639422365,0.01,6029407.462263704
5,2.0,5000.0,1000,1609.3713885586344,3947.213464024585,5449.866718389956,5668.896258092767,8498.57346734458,0.5,292636.08032341773
5,2.0,5000.0,1000,2849.3277495799266,5263.26707872464,6750.144260114969,7372.6083446580915,8556.15688876814,0.37,420201.6361664996
5,2.0,5000.0,1000,1544.4021977315429,3367.32660212346,4739.56108768188,7128.53511600005,10552.253800713519,0.5,1196871.8006820036
5,2.0,5000.0,1000,2531.083734795477,2882.959256023683,5733.811391594636,5855.611953289678,6403.421369512792,0.09,274601.24329934793
5,2.0,5000.0,1000,2917.3477761536014,5009.188616656567,5248.605356972377,6795.156221305035,7834.551683472603,0.18,25295.940958986244
5,2.0,5000.0,1000,3227.8193051491985,4508.1627936009645,5174.841221867519,6065.832998008604,10656.929072541598,0.01,3453443.11030214
5,2.0,5000.0,1000,3345.3185793493653,3738.5064841574604,4236.236461867296,8317.623445567082,11313.819180523722,0.01,10218972.59239813
5,2.0,5000.0,1000,4880.6167831110115,6428.417040592965,7458.878509064882,11473.386195259249,12929.736385910297,0.01,7524710.311088223
5,2.0,5000.0,1000,2113.9130211687293,3453.7101439318417,5143.144293406623,5264.855164595282,6471.64261317443,0.16,385485.6400317863
5,2.0,5000.0,1000,2871.6915820765207,4063.7576128590267,4765.7428566851,6546.746154166472,8695.785396276262,0.01,1321934.1714335685
5,2.0,5000.0,1000,3037.6406374639632,3779.54808701846,5595.16312238161,7804.531732688234,9022.91646109711,0.01,1210684.0315177818
5,2.0,5000.0,1000,2174.714170183677,4090.822727109324,4340.1580858529915,6348.6880699496805,9143.63804293624,0.23,4425.110001721914
5,2.0,5000.0,1000,3125.882467937961,3716.90404826296,4522.811716757567,5113.376830220096,5473.019922397504,0.01,998608.8849038499
5,2.0,5000.0,1000,3045.840835435308,4407.473331485494,4697.629411654114,5701.619438933011,7153.273617184156,0.02,113191.06830972001
5,2.0,5000.0,1000,3094.6714551615923,3567.650051411816,3967.3414064739236,5218.87433560462,6712.689116262241,0.01,13219800.225784851
5,2.0,5000.0,1000,3306.45888718791,3411.771456738363,4204.583696295502,5120.621817977547,5659.991031375146,0.01,13448524.565279795
5,2.0,5000.0,1000,1654.559808151652,3719.413302193694,6098.1623648619125,6276.589680415514,7801.833595973461,0.5,231645.34953488052
5,2.0,5000.0,1000,3374.0836082885835,4556.7999362247965,4806.871613506015,7261.31469037278,8226.548415551717,0.01,2134007.2320130323
